status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
127857990695807_699528520195415,"Pair Filigree in Shadow (with or without The Seance) with our bestselling experiences, or pledge for The King in Yellow, Tempus Fugit or The Weeping Book on their own, and save up to US$40! For a limited time, only on Kickstarter!

... in explanation, and if I get into any trouble for this offer, please be aware: the Curator is behaving strangely after attending a séance late last night, and is most certainly possessed! He has made certain demands of us, including this very unusual promotion.",For a limited time on Kickstarter!,link,https://777.mysteriouspackage.company/,2016-09-29 13:00:28,1295,36,117,1179,97,18,1,0,0
127857990695807_698027420345525,"""...I am quick at interpreting its language)."" — Charlotte Brontë, Jane Eyre 

#YouAreBeingWatched",Filigree in Shadow on Kickstarter,link,https://155.mysteriouspackage.company/,2016-09-26 13:05:00,57,3,5,49,8,0,0,0,0
127857990695807_698026120345655,,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/698026120345655/?type=3,2016-09-26 13:00:01,60,2,4,54,6,0,0,0,0
127857990695807_698025080345759,"""You would say you don't see it: at least I flatter myself I read as much in your eye (beware, by-the-by, what you express with that organ...""",Filigree in Shadow: Now on Kickstarter,link,https://150.mysteriouspackage.company/,2016-09-26 12:54:01,20,1,2,18,2,0,0,0,0
127857990695807_695958227219111,,The Stages of a Mysterious Package,video,https://www.facebook.com/TheMysteriousPackageCompany/videos/695958227219111/,2016-09-22 15:51:37,441,61,160,362,63,14,2,0,0
127857990695807_695772120571055,"Filigree in Shadow is Kickstarter's Project of the Day today! Find out more about this Victorian thriller by mail:

https://555.mysteriouspackage.company",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/695772120571055/?type=3,2016-09-22 09:02:30,733,5,57,682,37,14,0,0,0
127857990695807_694107170737550,"""Far away beyond the pine-woods,' he answered, in a low dreamy voice, 'there is a little garden. There the grass grows long and deep, there are the great white stars of the hemlock flower, there the nightingale sings all night long. All night long he sings, and the cold, crystal moon looks down, and the yew-tree spreads out its giant arms over the sleepers."" — Oscar Wilde",We proudly present: Filigree in Shadow,link,https://123.mysteriouspackage.company/,2016-09-19 07:00:00,92,4,17,78,14,0,0,0,0
127857990695807_693907184090882,"As we pass our 600% funding mark, we are excited to say that our Filigree in Shadow experience will include real human hair. At what point, and for what reason? That we will not tell you... but we are certain it will enhance your experience, or make you squirm. Our next stretch goal gives you the choice to decide the tone of the conclusion.

We have also announced three new stretch goals: Papercraft, The Coin... and A Key. Visit our Kickstarter page to learn more.",Third Stretch Goal Reached!,link,https://152.mysteriouspackage.company/,2016-09-18 15:09:21,755,26,61,686,46,22,1,0,0
127857990695807_693904930757774,,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/693904930757774/?type=3,2016-09-18 15:00:09,90,9,1,71,5,12,2,0,0
127857990695807_689145601233707,"""A wild yell rang up into the night; each leaped from his own side into the roadway: the lamp fell, broke, and was extinguished; and the horse, terrified by this unusual commotion, bounded and went off toward Edinburgh at a gallop,"" — Robert Louis Stevenson",We proudly present: Filigree in Shadow,link,http://120.mysteriouspackage.company/,2016-09-16 16:00:00,34,1,11,29,5,0,0,0,0
127857990695807_692753910872876,"We are simply overwhelmed by your support for Filigree in Shadow! This Victorian thriller is on the cusp of reaching its next stretch goal, and with it, the announcement of the next set of goals! 

Send you or someone you love a mysterious experience by mail. Find out more at https://151.mysteriouspackage.company",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/692753910872876/?type=3,2016-09-16 11:12:38,988,57,91,917,67,0,4,0,0
127857990695807_689144847900449,"""A minute later as we stood there, still gazing, a horrible shriek, a scream of awful agony, rang out high above the wind and the thunder, and then all was still inside the house."" — Sir Arthur Conan Doyle",We proudly present: Filigree in Shadow,link,http://119.mysteriouspackage.company/,2016-09-16 07:00:01,28,0,4,24,4,0,0,0,0
127857990695807_689144421233825,"""I am not a scholar myself; but I make bold to believe that the haunting of any man, with anything under the sun, begins with the frightening of him. At any rate, the haunting of me with a bedroom candlestick and candle began with the frightening of me with a bedroom candlestick and candle..."" — Wilkie Collins",We proudly present: Filigree in Shadow,link,https://118.mysteriouspackage.company/,2016-09-15 16:00:00,18,0,2,17,1,0,0,0,0
127857990695807_692344474247153,"Choose a name that will not simply be customized in your experience, but across all shipments of Filigree in Shadow.

Now available on Kickstarter: Two new 1800 level rewards, offering everything from the Bespoke Seance level, but so much more. With one, you may name a cosmetics company of ill repute, and with the other, the backer will name the undertakers who care for the dead.\

Use your name, the name of a loved one... become a part of Filigree in Shadow, but hurry! There are but two, and they will go quickly!",Filigree in Shadow: New Kickstarter Rewards!,link,https://122.mysteriouspackage.company/,2016-09-15 14:18:57,15,0,2,12,2,1,0,0,0
127857990695807_692251197589814,"Creating Filigree in Shadow, our Victorian thriller, included working with The Sentimentalists to ensure the story has some tricks of its own. We are very excited to share this tale of madness and paranoia, murder and guilt, secrets and illusion, and about being watched.

Back our Kickstarter today, and help bring this magical story to life: https://121.mysteriouspackage.company",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/692251197589814/?type=3,2016-09-15 10:27:08,74,3,4,67,5,1,1,0,0
127857990695807_692202057594728,"""Incredibly cool""

More kind words about us today from Neil Patrick Harris.",Neil Patrick Harris on Twitter,link,https://twitter.com/ActuallyNPH/status/776395535410425857,2016-09-15 08:13:29,198,11,21,177,18,2,1,0,0
127857990695807_689143387900595,"""The apparition had reached the landing halfway up and was therefore on the spot nearest the window, where at sight of me, it stopped short and fixed me exactly as it had fixed me from the tower and from the garden."" — Henry James",We proudly present: Filigree in Shadow,link,https://117.mysteriouspackage.company/,2016-09-15 07:00:01,13,1,2,12,1,0,0,0,0
127857990695807_689091267905807,"""I have heard it said that as we keep our birthdays when we are alive, so the ghosts of dead people, who are not easy in their graves, keep the day they died upon."" — Charles Dickens",We proudly present: Filigree in Shadow,link,http://155.mysteriouspackage.company/,2016-09-14 16:00:01,18,0,2,16,2,0,0,0,0
127857990695807_689090617905872,"""I really am growing very uneasy about that house on the Thames. I am afraid some evil-disposed person is trying to keep it vacant."" — Charlotte Riddell",We proudly present: Filigree in Shadow,link,http://114.mysteriouspackage.company/,2016-09-14 07:00:01,14,2,1,12,2,0,0,0,0
127857990695807_689142767900657,"""With the gas lit and a poker, I'll engage to exorcise every demon that shows his ugly nose; even if I should find— Seven white ghostisses Sifting on seven white possesses."" — Rhoda Broughton",We proudly present: Filigree in Shadow,link,https://116.mysteriouspackage.company/,2016-09-13 16:00:00,13,0,2,12,1,0,0,0,0
127857990695807_689090167905917,"""Mrs MacArthur, was it in Bath that you saw or heard what I think you were going to tell me? The ghost, you know?"" — Dinah Craik",We proudly present: Filigree in Shadow,link,http://013.mysteriouspackage.company/,2016-09-13 07:00:02,17,1,1,15,2,0,0,0,0
127857990695807_689088954572705,"""My eyes were not at fault—slowly but surely Maud Bertram, or her ghost, melted away, till all trace of her had gone."" — Mary Louisa Molesworth",We proudly present: Filigree in Shadow,link,https://112.mysteriouspackage.company/,2016-09-12 16:00:00,13,1,0,11,2,0,0,0,0
127857990695807_690819861066281,"Filigree in Shadow, our new Victorian thriller experience, has surpassed the first stretch goal (Real Blueprints) and the second stretch goal (More Interactive Elements) and is now halfway towards reaching the third stretch goal: Real Human Hair!  

Back us on Kickstarter at https://v02.mysteriouspackage.company and learn the dark secrets of this haunting, and possibly haunted, house.",Filigree in Shadow: Now on Kickstarter!,video,https://www.facebook.com/TheMysteriousPackageCompany/videos/690819861066281/,2016-09-12 14:23:13,276,20,77,242,28,6,0,0,0
127857990695807_689087591239508,"""...they say that the Terrible Old Man talks to these bottles, addressing them by such names as Jack, Scar-Face, Long Tom, Spanish Joe, Peters, and Mate Ellis, and that whenever he speaks to a bottle the little lead pendulum within makes certain definite vibrations as if in answer."" — H.P. Lovecraft",We proudly present: Filigree in Shadow,link,http://110.mysteriouspackage.company/,2016-09-12 07:00:00,22,0,1,17,5,0,0,0,0
127857990695807_689088094572791,"""Poor aunt always thinks that they will come back someday, they and the little brown spaniel that was lost with them, and walk in at that window just as they used to do."" — Saki",We proudly present: Filigree in Shadow,link,http://109.mysteriouspackage.company/,2016-09-11 16:00:02,10,0,0,8,2,0,0,0,0
127857990695807_689086557906278,"""He forgets, I suppose, how he and I stood with our lights, seeing nothing, while the space between us was audibly traversed by something that could speak, and sob, and suffer."" — Margaret Oliphant",We proudly present: Filigree in Shadow,link,http://108.mysteriouspackage.company/,2016-09-11 08:30:17,14,0,0,11,3,0,0,0,0
127857990695807_689084777906456,"""The whole room was, I can't tell how, repulsive to me...nothing could have induced me to pass a night alone in it."" — Sheridan Le Fanu",We proudly present: Filigree in Shadow,link,https://107.mysteriouspackage.company/,2016-09-10 16:00:01,21,1,1,21,0,0,0,0,0
127857990695807_689417364539864,"We are now a quarter of the way to our third stretch goal, where real human hair will be a part of the experience. In solidarity, we have shaved the heads of all interns at the Mysterious Package Company... but only a quarter of their head.

Please, help us surpass the halfway point before they have to face their parents for Sunday breakfast. Half of a haircut can be explained as ""In Style."" A quarter... that is simply a mistake.",We proudly present: Filigree in Shadow,link,https://199.mysteriouspackage.company/,2016-09-10 09:26:00,511,19,34,411,25,2,72,1,0
127857990695807_689083631239904,"""It was the old lord playing on the great organ in the hall, just as he used to when he was alive..."" — Elizabeth Gaskell",We proudly present: Filigree in Shadow,link,http://106.mysteriouspackage.company/,2016-09-10 07:30:00,14,0,0,10,4,0,0,0,0
127857990695807_689081821240085,"""No one ever went near it, either by day or night. In the village it was a synonym of all that is unholy and dreadful."" — William Hope Hodgson",We proudly present: Filigree in Shadow,link,http://105.mysteriouspackage.company/,2016-09-09 16:00:01,19,1,2,16,3,0,0,0,0
127857990695807_689219627892971,http://boingboing.net/2016/09/09/mysteries-revealed-and-the-cur.html,Mysteries Revealed and The Curios Exposed,link,http://boingboing.net/2016/09/09/mysteries-revealed-and-the-cur.html,2016-09-09 14:45:00,90,3,3,83,5,2,0,0,0
127857990695807_689080874573513,"""All we see or seem is but a dream within a dream.""  —Edgar Allan Poe",We proudly present: Filigree in Shadow,link,http://104.mysteriouspackage.company/,2016-09-09 09:45:01,31,2,6,22,8,1,0,0,0
127857990695807_688853154596285,http://boingboing.net/2016/09/08/more-mysterious-in-which-we-s.html,"More Mysterious, In Which We Slide into a Dark Place and See Yellow",link,http://boingboing.net/2016/09/08/more-mysterious-in-which-we-s.html,2016-09-09 08:55:02,48,5,7,47,1,0,0,0,0
127857990695807_688943364587264,"We have secured our second stretch goal, Obscura, and have more than doubled the interactive items included in our latest experience. Now, we ask your help in reaching our third stretch goal, where we replace a doll's hair with real human locks. We require advanced warning to notify the Barber, so don't delay!",Filigree in Shadow: Real Human Hair,link,http://103.mysteriouspackage.company/,2016-09-08 19:45:02,26,3,4,24,2,0,0,0,0
127857990695807_688894684592132,http://boingboing.net/2016/09/07/most-mysterious-in-which-we-p.html,"Most Mysterious, In Which We Peek into the Curator's Domain",link,http://boingboing.net/2016/09/07/most-mysterious-in-which-we-p.html,2016-09-08 17:41:40,186,11,26,164,17,5,0,0,0
127857990695807_688852941262973,http://www.insidehook.com/nation/mysterious-package-companys-kickstarter,Warning: Ordering This Package Will Turn Your Life Into a Mystery Novel,link,https://www.insidehook.com/nation/mysterious-package-companys-kickstarter,2016-09-08 16:14:36,207,6,41,183,22,2,0,0,0
127857990695807_688189491329318,"""Filigree in Shadow"" has surpassed our funding goal as well as the first stretch goal, adding real blueprints to the package. We are now fast approaching our second stretch goal, ""Obscura,"" which increases the visual interest of the experience by more than doubling special interactive items. Head to our Kickstarter to pledge and become a part of our most ambitious experience yet!","Filigree in Shadow: ""Obscura"" Stretch Goal",link,http://102.mysteriouspackage.company/,2016-09-07 11:47:53,972,16,105,890,62,20,0,0,0
127857990695807_687859808028953,"The Mysterious Package Company is very proud to present Filigree in Shadow, a Victorian thriller experience. Back us on Kickstarter at https://v01.mysteriouspackage.company and learn the dark secrets of this haunting, and possibly haunted, house.",Filigree in Shadow: Now on Kickstarter!,video,https://www.facebook.com/TheMysteriousPackageCompany/videos/687859808028953/,2016-09-06 19:08:31,319,11,59,283,27,9,0,0,0
127857990695807_687840378030896,"For several months, we have been chomping at the bit to share something with you. We cannot withhold the message any longer. 

""Filigree in Shadow,"" a dark Victorian tale about a house and the mysterious events that occur within, is an ambitious attempt to take our storytelling to the next level. To this noble end, we need your help. Today, we have launched a Kickstarter campaign, for this, our seventh curated experience.

Following on the wildly successful kickstarter for our viking saga, ""The Century Beast,"" we have taken the lessons we learned and designed a new experience with far greater immersion, far greater personalization, and more interaction than ever before.

Help us bring this Victorian ghost story to life, and be among the first to experience ""Filigree in Shadow.""",Our latest experience: Filigree in Shadow,link,http://101.mysteriouspackage.company/,2016-09-06 17:37:08,89,4,10,79,7,3,0,0,0
127857990695807_684681408346793,"Curios and Conundrums: From Death and Dark Oblivion ships this week! The deadline to subscribe is today in order to receive this envelope, bound in chains!

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/684681408346793/?type=3,2016-08-31 10:05:33,134,17,9,113,19,2,0,0,0
127857990695807_681774921970775,"Our 2016 Membership Kits are only available until tomorrow, August 26th. On the theme of Madness in the Library, this remarkable collection includes a limited edition tee shirt, stickers, multiple challenge coins, a notebook, and more.

Once Saturday is upon us, these remarkable kits will disappear for another year! Join us, and find out more today!

https://www.mysteriouspackage.com/madness-in-the-library",Madness in the Library: Membership Kits,link,https://www.mysteriouspackage.com/madness-in-the-library,2016-08-25 12:47:12,540,20,54,497,40,2,0,0,1
127857990695807_681271442021123,"Curios and Conundrums: From Death and Dark Oblivion is shipping shortly! This quarter's theme is HUBRIS, and includes the largest gold giveaway in our company's history!

Join today at our website, and subscribe by August 31st to ensure you receive this fascinating installment of our quarterly missive of mystery!

https://www.mysteriouspackage.com",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/681271442021123/?type=3,2016-08-24 14:26:25,266,21,26,236,24,2,4,0,0
127857990695807_680743902073877,,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/680743902073877/?type=3,2016-08-23 12:14:45,204,4,63,182,19,1,1,0,1
127857990695807_676941805787420,"This alternate version of the story of The Century Beast went out to Kickstarter backers today. It shall be available on our website soon! 

Not included: red crayons. You'll want a lot of red crayons. O_O",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/676941805787420/?type=3,2016-08-15 17:31:18,174,6,9,152,14,7,1,0,0
127857990695807_667364473411820,"The Curator has authorized the release of this year's annual membership kits. The theme this year: Madness in the Library. With all-new challenge coins, stickers, a lovely pin, and more, these kits are a huge hit every year.

However, these kits are only available until August 26th, and exclusively for our members. Membership is free, so join today, and discover the hidden surprises we bring to the everyday!",Madness in the Library: Membership Kits,link,https://www.mysteriouspackage.com/madness-in-the-library?utm_source=post&utm_medium=facebook&utm_campaign=launchmk2016a,2016-07-26 11:30:31,1657,97,232,1478,154,23,1,0,1
127857990695807_663711487110452,"""...but I'm not alone anymore.""

Under the Ceiba Tree is available now, exclusively for members of The Mysterious Package Company. Find out more today at https://www.mysteriouspackage.com/ceiba-tree",Under the Ceiba Tree - Full Trailer,video,https://www.facebook.com/TheMysteriousPackageCompany/videos/663711487110452/,2016-07-18 16:22:56,385,22,66,349,26,10,0,0,0
127857990695807_656172844530983,"A secret hidden in the rainforest may lay undisturbed for thousands of years, obscured by the thick foliage of the jungle, safe as houses. Safe, that is, until archaeologists start digging nearby.

Under the Ceiba Tree is a story, told by mail, of lost civilizations, archaeology, an ancient culture, and trust in the face of difficult decisions. View the full trailer and learn more at https://www.mysteriouspackage.com/ceiba-tree",Under The Ceiba Tree - Teaser,video,https://www.facebook.com/TheMysteriousPackageCompany/videos/656172844530983/,2016-07-01 09:02:32,117,14,12,108,7,1,0,1,0
127857990695807_655418624606405,"We are very excited to announce our latest experience: Under the Ceiba Tree. An adventure that comes to your door, this story is ideal for adults and children alike. The full trailer is now available on our website below.

Like everything we do, this adventure is available exclusively to our members. Membership is free, but you must apply on our website.",Under the Ceiba Tree,link,https://www.mysteriouspackage.com/ceiba-tree?utm_source=facebook&utm_medium=post&utm_content=ceiba1&utm_campaign=ceiba,2016-06-29 10:51:25,777,29,70,708,59,10,0,0,0
127857990695807_650237338457867,"We can neither confirm nor deny that our most cursed artifacts are safely protected in a ""different"" forgotten Cambodian city protected by the jungle, so there is no need to worry.","Vast, Lost Medieval Cities Discovered Beneath Cambodian Jungle | Mysterious Universe",link,http://mysteriousuniverse.org/2016/06/vast-lost-medieval-cities-discovered-beneath-cambodian-jungle/,2016-06-20 07:00:01,218,8,21,194,11,12,1,0,0
127857990695807_650213348460266,"Some adventures begin with travel to the geological marvel that is New Zealand, with its gorgeous glaciers, fjords, mountains, plains, hillsides, tropical forests, coastline, beaches and zombie volcanoes. Do not forget about their zombie volcanoes.","""Zombie Volcano"" Slowly Grows beneath New Zealand",link,http://www.scientificamerican.com/article/zombie-volcano-slowly-grows-beneath-new-zealand/,2016-06-17 11:49:45,116,4,18,108,6,2,0,0,0
127857990695807_649047348576866,"The next time you see a towering figure in the woods but shrug the experience as a trick of the light when the presence does not cast a shadow, or hear rustling in your stove through the night and return home from work to find the household chores already done, or encounter an island inhabited by wise and beautiful bird-like woman who seems to know what is happening on the other side of both the world and time, ask yourself...

... am I in a Slavic country.

If the answer is yes... you did see something, you do hear something, and most importantly, listen to the lady on the island.",10 Slavic Spirits And Monsters You've Probably Never Heard Of,link,http://allday.com/post/8586-10-slavic-spirits-and-monsters-youve-probably-never-heard-of/,2016-06-15 07:01:00,857,38,360,799,47,11,0,0,0
127857990695807_645996842215250,"""ASCII art flourishes most when technology is limited.""

Some mysteries may appear mundane and unnecessary for investigation, but the discoveries can often become a curious link from the our present to the past.",Solving a Century-Old Typographical Mystery,link,http://www.theatlantic.com/technology/archive/2016/05/the-ascii-mystery-face/483698/,2016-06-08 13:05:56,136,4,21,130,5,1,0,0,0
127857990695807_644813332333601,"We can neither confirm nor deny knowledge, or ownership, of the existence of other artifacts made from the same meteorite as Tutankhamun's dagger.",Dagger in Tutankhamun's tomb was made with iron from a meteorite,link,https://www.theguardian.com/world/2016/jun/01/dagger-king-tut-tomb-iron-meteorite-egypt-mummy,2016-06-06 06:00:00,365,11,48,331,16,18,0,0,0
127857990695807_644372179044383,,The Century Beast,video,https://www.facebook.com/TheMysteriousPackageCompany/videos/644372179044383/,2016-06-04 18:21:03,302,11,35,268,29,4,1,0,0
127857990695807_643368859144715,,Curios and Conundrums: Where you belong.,video,https://www.facebook.com/TheMysteriousPackageCompany/videos/643368859144715/,2016-06-02 14:04:04,283,29,65,259,21,3,0,0,0
127857990695807_643038399177761,,The Mysterious Package Company's cover photo,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.129886537159619.28008.127857990695807/643034255844842/?type=3,2016-06-01 15:16:11,239,10,14,217,20,1,0,1,0
127857990695807_643037522511182,,The Mysterious Package Company,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.129884433826496.28005.127857990695807/643037522511182/?type=3,2016-06-01 15:10:20,170,11,6,163,6,1,0,0,0
127857990695807_642497365898531,"For those that subscribed to Curios and Conundrums prior to the cut-off date, an important warning is leaving our warehouse imminently.",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/642497365898531/?type=3,2016-05-31 10:14:10,154,16,9,142,6,6,0,0,0
127857990695807_638422686305999,"Something mysterious has arrived at our studios. Not shown: MOTHERLAND, our first game, exclusively available with Curios and Conundrums.

Only one day remains to subscribe, and subscriptions require membership. Apply today at https://www.mysteriouspackage.com!",Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/638422686305999/?type=3,2016-05-21 11:58:28,897,51,69,845,44,8,0,0,0
127857990695807_635727169908884,"THEY told me not to tell anyone, but this is simply too good not to risk my job for... The next chapter of Curios and Conundrums includes our first card game: MOTHERLAND, developed by the Editor and his team to fit in with this quarter's theme of paranoia. In light of this leak, we've quietly reopened subscriptions to this chapter of Curios and Conundrums for seven more days!

Like everything we offer, Curios and Conundrums, and therefore MOTHERLAND, is available exclusively to our members. Membership is free, so apply today!",The Mysterious Package Company,link,https://www.mysteriouspackage.com/?utm_source=facebook&utm_medium=post&utm_campaign=motherland,2016-05-15 21:38:50,1434,75,136,1316,88,28,1,0,1
127857990695807_630732667075001,Some adventures begin when a fragment of a 12th Century church is in fact the fragment of a long lost myth encrypted in ancient code.,Rök Rune Stone,link,http://www.atlasobscura.com/places/rok-rune-stone,2016-05-05 06:30:01,214,7,36,197,16,0,1,0,0
127857990695807_630377037110564,"In the age of greater speeds, faster calculations, and the exponential growth of human knowledge accessible by a piece of plastic in your pocket, one must be reminded that more than half of these unsolved cryptic codes were created before the vast spread of intelligent computers. 

Some, however, fear the expansion of the computer's power over its creators. We have survived for years with minds more clever than a glorified calculator. Yet we fear the plastic, glass, metal and silicone threat before the ingenious, mobile and adaptable human. Nothing to be afraid of?

For all those who fear the rise of Artificial Intelligence, I offer this recommendation: the first computer that is able to solve any of these codes - an amazing achievement that serves to highlight the hard work, passion and collaboration of engineers and technology, proving that humanity can conquer all of its obstacles - should be launched into the sun. No questions asked.

Launch that computer into the sun and never think of it again.",10 Mysterious Cryptic Codes That No One Can Decipher,link,http://www.therichest.com/rich-list/most-shocking/10-mysterious-cryptic-codes-that-no-one-can-decipher/?view=all,2016-05-04 05:21:45,168,11,30,155,10,3,0,0,0
127857990695807_629667200514881,We neither confirm nor deny that our interns all reside in stump houses.,Seriously- Stump houses were a thing!,link,https://www.thevintagenews.com/2016/05/02/seriously-stump-houses-were-a-thing/,2016-05-02 12:53:11,248,2,56,232,4,4,8,0,0
127857990695807_628666267281641,"""Doomsday rhetoric is most compelling when real world events seem to mirror hypothetical disasters.""

Today is the final day to subscribe to Curios and Conundrums and secure not only ""The Child of the Cavern"" but also the memorabilia and esoterica one only receives through subscription.",Curios and Conundrums: Where You Belong,link,https://www.mysteriouspackage.com/?utm_source=facebook&utm_medium=cpc&utm_campaign=CnC_U,2016-04-30 07:44:32,862,19,71,840,16,4,1,1,0
127857990695807_628408067307461,"""The natural world is filled with horrific displays that make our most gruesome nightmares terrifyingly plausible.""

For this, and more chilling conclusions, please be advised: there are two days left to subscribe to Curios and Conundrums and secure not only ""The Children of the Cave"" but also the memorabilia and esoterica one only receives through subscription.",Curios and Conundrums: Where You Belong,link,https://www.mysteriouspackage.com/?utm_source=facebook&utm_medium=cpc&utm_campaign=CnC_S,2016-04-29 14:52:31,654,15,56,632,17,1,4,0,0
127857990695807_627900670691534,"""There is some small justice to the fact that many organisms have adapted to derive sustenance from us.""

For this, and other frightening observations, please be advised: there are three days left to subscribe to Curios and Conundrums and secure not only ""The Children of the Cave"" but also memorabilia and esoterica to amuse and confound our growing readership.",Curios and Conundrums: Where You Belong,link,https://www.mysteriouspackage.com/?utm_source=facebook&utm_medium=cpc&utm_campaign=CnC_32B,2016-04-28 07:55:24,800,29,61,781,10,7,2,0,0
127857990695807_627573024057632,"""If one notices a unicorn galloping down the highway, one is likely hallucinating.""

For this, and additional sage advice, please be advised: there are four days left to subscribe to Curios and Conundrums and secure not only ""The Children of the Cave"" but also memorabilia and esoterica to amuse and confound our growing readership.",Curios and Conundrums: Where You Belong,link,https://www.mysteriouspackage.com/?utm_source=facebook&utm_medium=cpc&utm_campaign=CnC_32M,2016-04-27 12:10:19,646,22,53,608,30,1,7,0,0
127857990695807_626328407515427,"With the next chapter of Curios and Conundrums, we reassure you that you're not imagining it: THEY are watching you. THEY are spraying our skies and fluoridating our water. THEY are training super-soldiers. THEY are inhabiting the bodies of people, and look just like us. THEY are in our TVs, our smoke detectors, our computers and cellular phones.

Dive deeply into PARANOIA with Curios and Conundrums, our 12-page broadsheet newspaper of puzzles and mystery, and discover the things THEY don't want you to know. 

Exclusively available to members of The Mysterious Package Company. Apply today at https://www.mysteriouspackage.com",Curios and Conundrums Trailer,link,https://vimeo.com/163987427,2016-04-24 08:27:55,271,24,46,243,18,8,2,0,0
127857990695807_625221204292814,Scott looks lovely in grey. #OrphanBlack,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/625221204292814/?type=3,2016-04-21 21:49:20,131,9,2,110,19,0,2,0,0
127857990695807_624569341024667,"We celebrate the 200th anniversary today of the birth of a literary trailblazer.

""Brontë heroines...struggle with questions that are psychologically complex before they are ethical...Brontë doesn't give the impression that the eventual resolutions her heroines achieve are easily won...they are not beautiful or rich (typically they must work to support themselves), yet they assert their right to a beautiful and rich interior life.""",Why Charlotte Brontë still speaks to us – 200 years after her birth,link,http://theconversation.com/why-charlotte-bronte-still-speaks-to-us-200-years-after-her-birth-57802,2016-04-21 06:30:00,433,3,86,402,29,2,0,0,0
127857990695807_624150147733253,"Though we would never dare recommend such activity, one must be reminded that the most mild mannered of us might be compelled to do the strangest things, and that the strangest outcomes can occur from our most uncharacteristic actions.",Secret passages of Mont Sainte-Odile,link,http://www.atlasobscura.com/places/secret-passages-of-mont-sainte-odile?utm_content=bufferd84e6&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,2016-04-19 06:01:17,215,4,22,199,12,4,0,0,0
127857990695807_623752737772994,We neither confirm nor deny the intention to expand into the 'Knocker Up' business.,This silent footage from the 1920s shows a Knocker Up before the alarm clock was invented,link,https://www.thevintagenews.com/2016/03/08/this-silent-footage-from-the-1920s-shows-a-knocker-up-before-the-alarm-clock-was-invented/?utm_content=bufferfdb70&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,2016-04-18 06:00:03,110,3,12,107,3,0,0,0,0
127857990695807_623291397819128,"We neither confirm nor deny leading a movement to have the ""Daddy Long Legs"" replace the ferry to Centre Island in our hometown... before expanding to ferry services worldwide.","The ""Daddy Long Legs"" of Brighton - А unique and unusual railway that existed between 1896 and 1901",link,https://www.thevintagenews.com/2016/03/12/daddy-long-legs-brighton-%D0%B0-unique-unusual-railway-existed-1896-1901/?utm_content=bufferefb26&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,2016-04-17 06:00:44,149,2,20,141,8,0,0,0,0
127857990695807_622874831194118,Some adventures begin with the discovery of a two thousand year old underground labyrinth.,Timeline Photos,photo,https://www.facebook.com/TheMysteriousPackageCompany/photos/a.130539527094320.28215.127857990695807/622874831194118/?type=3,2016-04-16 06:00:12,348,20,16,312,23,12,1,0,0
127857990695807_621906221290979,"The Architect speaks a little bit about our Kickstarter and other things related to the delivery of mystery.

Or did he?",Mysteries Made To Delight: The Mysterious Package Company Crowdfunds a Conundrum on Kickstarter...,link,http://crowdsceneshow.com/2016/04/mysteries-made-to-delight-the-mysterious-package-company-crowdfunds-a-conundrum-on-kickstarter/,2016-04-13 17:08:01,45,3,7,41,3,1,0,0,0
127857990695807_620031114811823,"""It's such a step out of your normal, everyday life... for a while, your life gets really interesting.""

Our members say such kind things about what we do. Find out more and apply for membership at http://www.mysteriouspackage.com",Member Stories #2: Janine and Mark,video,https://vimeo.com/132441155,2016-04-09 08:32:39,230,18,45,218,8,3,0,0,1
