comment_id,status_id,parent_id,comment_message,comment_published,comment_likes
701704516644482_701833049964962,127857990695807_701704516644482,701704516644482_701776229970644,Your best bet is to contact Member Services at concierge@mysteriouspackage.com! They are best equipped to discuss specific orders.,2016-10-03 19:08:38,0
701704516644482_701833133298287,127857990695807_701704516644482,701704516644482_701776229970644,"Woot, thanks!",2016-10-03 19:08:58,0
701704516644482_701784646636469,127857990695807_701704516644482,,"I need that key! One never knows when they will need a key! I ledged to the experience, but I am afraid it is not enough. People, do you not understand the urgency of the need for this key??? It may save your life one day!",2016-10-03 16:31:03,1
701704516644482_706453732836227,127857990695807_701704516644482,,"I see, so this is like the Nandos of literature...?",2016-10-12 21:56:11,0
699528520195415_699536430194624,127857990695807_699528520195415,,"If the Curator has been possessed, it's essential that you maintain constant supervision over him. Have him record his thoughts in a journal, and, should the need arise, be prepared to take drastic action. Should you need to dispatch him, I'd like to volunteer my services to examine any writings he may produce.",2016-09-29 13:30:57,29
699528520195415_699561496858784,127857990695807_699528520195415,699528520195415_699536430194624,"Do not fret. We have top men on the case.

Top. Men.",2016-09-29 14:47:46,67
699528520195415_700677070080560,127857990695807_699528520195415,699528520195415_699536430194624,"I think he means top-hatted men.  There is a Victorian theme going here, after all.",2016-10-01 11:53:41,2
699528520195415_700791626735771,127857990695807_699528520195415,699528520195415_699536430194624,"The Curator should meet Abraham Lincon, he's THE top man with THE top hat.",2016-10-01 16:56:02,4
699528520195415_700795636735370,127857990695807_699528520195415,699528520195415_699536430194624,"The same top men who study the ark of the covenant, I'd bet.",2016-10-01 17:03:40,3
699528520195415_700807573400843,127857990695807_699528520195415,699528520195415_699536430194624,They've been known to clothe themselves darkly.,2016-10-01 17:52:54,1
699528520195415_700851306729803,127857990695807_699528520195415,699528520195415_699536430194624,so he's a bottom?,2016-10-01 19:56:52,1
699528520195415_701002370048030,127857990695807_699528520195415,699528520195415_699536430194624,"What in the name of the Lord is this all about? It sounds very dark, and out there, to me! Please someone explain!!!!",2016-10-02 03:51:17,1
699528520195415_701296506685283,127857990695807_699528520195415,699528520195415_699536430194624,Susuration whispering eldritch madnesses.,2016-10-02 15:41:15,2
699528520195415_705330846281849,127857990695807_699528520195415,699528520195415_699536430194624,is this in any way faggotry,2016-10-10 17:05:26,0
699528520195415_699565670191700,127857990695807_699528520195415,,Adam Hughes there's a seance option,2016-09-29 15:07:06,3
699528520195415_699583133523287,127857990695807_699528520195415,,"Just contributed to Kickstarter for your ""The King in Yellow""!!",2016-09-29 16:18:04,3
699528520195415_699604156854518,127857990695807_699528520195415,,"Hastur, Hastur, Hastur!",2016-09-29 17:10:57,0
699528520195415_699614876853446,127857990695807_699528520195415,,OOOOOOOOhhhhhh!,2016-09-29 17:36:15,0
699528520195415_699769673504633,127857990695807_699528520195415,,I have the king in yellow and the weeping book so there wasn't much incentive to back up ones that included that. I settled for the medallion. :(    I'm bummed that the century beast is over. I'm even more bummed that my stepdad through away his experience thinking it was some kind of spam.,2016-09-29 20:03:34,2
699528520195415_700025110145756,127857990695807_699528520195415,699528520195415_699769673504633,Oh noooo!!!,2016-09-30 09:39:41,2
699528520195415_700067966808137,127857990695807_699528520195415,699528520195415_699769673504633,😣,2016-09-30 10:43:22,2
699528520195415_700419010106366,127857990695807_699528520195415,699528520195415_699769673504633,My biggest fear in gifting it,2016-10-01 01:55:33,4
699528520195415_700819423399658,127857990695807_699528520195415,699528520195415_699769673504633,"I didn't think about that.
A lot of money for that to happen.
Maybe best to give them the things in person.",2016-10-01 18:40:01,0
699528520195415_700864230061844,127857990695807_699528520195415,699528520195415_699769673504633,It defeats the purpose to give it in purpose lol. Talk about giving it away!,2016-10-01 20:36:31,0
699528520195415_700864570061810,127857990695807_699528520195415,699528520195415_699769673504633,Person*,2016-10-01 20:37:20,0
699528520195415_699976840150583,127857990695807_699528520195415,,Dollie. Been watching this for over a year now and I think we need to jump in on the next game.,2016-09-30 07:27:23,2
699528520195415_699995413482059,127857990695807_699528520195415,,"Alas, my bank account...",2016-09-30 08:26:00,11
699528520195415_700157553465845,127857990695807_699528520195415,,Love you guys,2016-09-30 15:21:54,1
699528520195415_700766170071650,127857990695807_699528520195415,699528520195415_700157553465845,"Love you too, Kimberly!",2016-10-01 15:40:07,3
699528520195415_700775866737347,127857990695807_699528520195415,699528520195415_700157553465845,Awww,2016-10-01 16:04:43,1
699528520195415_700516906763243,127857990695807_699528520195415,,"If the curator is available, would you mind asking him if he's prepared to ship to the UK and roughly how much extra this would cost?",2016-10-01 05:51:04,2
699528520195415_700766113404989,127857990695807_699528520195415,699528520195415_700516906763243,"I can answer for him! We ship wherever the post will reach, and shipping costs depend on where it is going. You do not have to finalize a pledge to see what shipping will cost on Kickstarter.",2016-10-01 15:39:52,3
699528520195415_700807260067541,127857990695807_699528520195415,,Donda,2016-10-01 17:51:47,0
699528520195415_700808770067390,127857990695807_699528520195415,,"This humble member would like to say that he was equally as possessed. For despite the intent to pledge for the seal, I find myself having been compelled, by some witchcraft, to spend more than my senses would allow for my opportunity to take a glance at the weeping book in  order to distract me from the latest Curios and Conundrums.",2016-10-01 17:59:27,1
699528520195415_700814503400150,127857990695807_699528520195415,,Matt Francis,2016-10-01 18:22:58,0
699528520195415_700864510061816,127857990695807_699528520195415,,Lara Lofdahl,2016-10-01 20:37:14,1
699528520195415_700864563395144,127857990695807_699528520195415,,Katie Proctor,2016-10-01 20:37:20,0
699528520195415_701115690036698,127857990695807_699528520195415,,Hanna Kovacs I'm dead jelly this is only in Canada,2016-10-02 08:28:00,0
699528520195415_701152636699670,127857990695807_699528520195415,699528520195415_701115690036698,They ship to America too.,2016-10-02 09:34:48,0
699528520195415_701159013365699,127857990695807_699528520195415,699528520195415_701115690036698,Coriander Noël Vega unfortunately I live in the UK 🇬🇧:p,2016-10-02 09:52:36,0
699528520195415_701159173365683,127857990695807_699528520195415,699528520195415_701115690036698,They ship anywhere in the world.,2016-10-02 09:53:10,0
699528520195415_701265626688371,127857990695807_699528520195415,699528520195415_701115690036698,We ship to the UK!,2016-10-02 14:01:16,1
699528520195415_701152086699725,127857990695807_699528520195415,,Are you ok my dear Mysterious Package Company? Do you need help? Make a noise like a sloth if you do.,2016-10-02 09:32:46,1
699528520195415_701266860021581,127857990695807_699528520195415,699528520195415_701152086699725,"yugyugyugyugyUGGYUGYUGYUGYugyug-I honestly don't know what sound a sloth makes. I am fine and well, thank you! It's the Curator who keeps getting possessed. Don't trust ""This Curator.""",2016-10-02 14:06:12,1
699528520195415_701670189981248,127857990695807_699528520195415,,"Hey Curator (This or that...) Can I ask, if you pledge on kickstarter, but not to the value of the package that includes the filligree in shadow, do you then get a discount on purchasing it when it comes out?",2016-10-03 11:24:58,0
699528520195415_701699346644999,127857990695807_699528520195415,699528520195415_701670189981248,"No. You will have the opportunity to add on items in BackerKit after the campaign is closed, but that will be for a limited time only.",2016-10-03 12:14:29,0
699528520195415_702282893253311,127857990695807_699528520195415,,"Hello Curator, if you back for Filigree on KS, does that mean you're are now a member & have access to the MPC website?",2016-10-04 13:53:16,0
699528520195415_702399013241699,127857990695807_699528520195415,699528520195415_702282893253311,"It means membership is hastened, yes.",2016-10-04 20:00:01,0
699528520195415_702415979906669,127857990695807_699528520195415,699528520195415_702282893253311,The Mysterious Package Company My coin purse is ready!,2016-10-04 20:37:58,0
699528520195415_712981388850128,127857990695807_699528520195415,,Carl Whiteley tempus fugit? Is that the name of the clock?,2016-10-23 06:00:18,0
699528520195415_713007585514175,127857990695807_699528520195415,699528520195415_712981388850128,"No, its latin for TIME FLIES",2016-10-23 06:55:13,1
698027420345525_698220413659559,127857990695807_698027420345525,,I had a dream that I got picked and got one of your packages. *sigh*,2016-09-26 22:28:38,2
698026120345655_698118167003117,127857990695807_698026120345655,,Those eyes...,2016-09-26 17:41:24,1
698026120345655_722566147891652,127857990695807_698026120345655,,Charlotte <3,2016-11-07 21:52:52,0
698025080345759_734703886677878,127857990695807_698025080345759,,Is there a box involving Charlotte?,2016-11-29 12:30:55,0
695958227219111_696039997210934,127857990695807_695958227219111,,Lovin it😄,2016-09-22 17:04:33,0
695958227219111_696044740543793,127857990695807_695958227219111,,Rosie Bacon this is it,2016-09-22 17:23:35,0
695958227219111_696047677210166,127857990695807_695958227219111,,Bart Chapman,2016-09-22 17:34:42,0
695958227219111_696049013876699,127857990695807_695958227219111,,Kade Bartlett,2016-09-22 17:40:16,1
695958227219111_696065690541698,127857990695807_695958227219111,,It was wholly engrossing; I recommend it highly!,2016-09-22 18:46:05,1
695958227219111_696070957207838,127857990695807_695958227219111,,Sandra Mann.  I was in a laughing fit all over again 😂❤️,2016-09-22 19:00:55,0
695958227219111_696072767207657,127857990695807_695958227219111,695958227219111_696070957207838,Gotta wonder how many other people ended up with a call to the bomb squad 😳,2016-09-22 19:06:51,1
695958227219111_696075737207360,127857990695807_695958227219111,695958227219111_696070957207838,"Sandra: Our parcels and packages promote a presence of peculiarity, poles apart from any properties of portentous panic. Paralleling the pair of potential postal presents: we provide perplexing purple playful puppies, as opposed to poisonous petrifying profane poltergeists. Peace!",2016-09-22 19:20:52,42
695958227219111_696077087207225,127857990695807_695958227219111,695958227219111_696070957207838,"Perhaps, Sandra, you'd be better off to peruse the package and parcel; palpitating, prodding,  and poking, preferably prior to presumptions, protest and precautions such as the police 😜😂",2016-09-22 19:26:05,5
695958227219111_696274863854114,127857990695807_695958227219111,695958227219111_696070957207838,Nice alliteration. . . It pleases me. [[PHOTO]],2016-09-23 06:47:01,6
695958227219111_696460617168872,127857990695807_695958227219111,695958227219111_696070957207838,"The Mysterious Package Company 
A little alliteration and an altogether arcane appearance always arouses awe, and awards another advocate.",2016-09-23 14:13:31,6
695958227219111_696077390540528,127857990695807_695958227219111,,I'm dying to do this!,2016-09-22 19:27:18,0
695958227219111_696077563873844,127857990695807_695958227219111,,Samantha Hall,2016-09-22 19:28:31,0
695958227219111_696149067200027,127857990695807_695958227219111,,Do it. I cannot suggest or recommend this enough. Just do it.,2016-09-22 23:41:19,6
695958227219111_696262120522055,127857990695807_695958227219111,,Do you deliver to UK? 😄,2016-09-23 06:13:01,0
695958227219111_696354120512855,127857990695807_695958227219111,695958227219111_696262120522055,We deliver anywhere the post can reach.,2016-09-23 10:31:10,4
695958227219111_696383577176576,127857990695807_695958227219111,,Rachael Martin,2016-09-23 11:21:57,0
695958227219111_696634227151511,127857990695807_695958227219111,,This is the monthly package I was talking to you about Yvonne Miranda Sanchez,2016-09-23 23:44:10,1
695958227219111_696907520457515,127857990695807_695958227219111,,Bea Bullock i think you would love this!!!,2016-09-24 11:40:31,1
695958227219111_697020907112843,127857990695807_695958227219111,,Ronnie Lynn Boggs,2016-09-24 15:47:54,0
695958227219111_697134137101520,127857990695807_695958227219111,,"James Hicks
This looks like a fun secret something we could do for Mom!  What do you think?",2016-09-24 21:37:40,0
695958227219111_697305507084383,127857990695807_695958227219111,,Do you send to the uk. These wpuld bbe great to use as a teaching aid,2016-09-25 05:36:21,1
695958227219111_697389817075952,127857990695807_695958227219111,695958227219111_697305507084383,We do indeed!,2016-09-25 09:12:37,2
695958227219111_697334883748112,127857990695807_695958227219111,,Micheál Boyle,2016-09-25 07:10:43,1
695958227219111_697424927072441,127857990695807_695958227219111,,Sachicha Ping Ping,2016-09-25 10:50:41,0
695958227219111_697870360361231,127857990695807_695958227219111,,Intrigued!,2016-09-26 06:55:46,3
695958227219111_697939077021026,127857990695807_695958227219111,,Melissa Crow Moore,2016-09-26 09:35:31,0
695958227219111_698248810323386,127857990695807_695958227219111,,i read your ad on my newsfeed and was immediately intrigued. I just applied to be a member. I hope i get accepted! This seems so exciting,2016-09-27 00:24:29,2
695958227219111_701290016685932,127857990695807_695958227219111,,Ryan Bedard,2016-10-02 15:21:10,0
695958227219111_703431773138423,127857990695807_695958227219111,,😍 Best idea ever!,2016-10-06 23:23:29,0
695958227219111_705683732913227,127857990695807_695958227219111,,Stephanie Thomas,2016-10-11 10:05:46,0
695958227219111_706996572781943,127857990695807_695958227219111,,"Gopitha Murugaiah look at their page, it seems quite cool and creepy at the same time 😱",2016-10-13 17:46:56,2
695958227219111_707217762759824,127857990695807_695958227219111,,Gemma McLachlan 😬,2016-10-14 03:47:24,0
695958227219111_710114699136797,127857990695807_695958227219111,,So you have to return the items?,2016-10-18 18:45:49,0
695958227219111_710199919128275,127857990695807_695958227219111,695958227219111_710114699136797,"Dear lord, no! Keep them! I can't stand their infernal chanting... erm, I mean, yes, of course you keep them!",2016-10-18 21:32:43,15
695958227219111_713294318818835,127857990695807_695958227219111,,Will Hertzell can i have it for my birthday along w/ P.B,2016-10-23 17:41:15,0
695958227219111_717977295017204,127857990695807_695958227219111,,Charlie Nadler this is what I want for Christmas!,2016-10-30 23:09:27,0
695958227219111_718225251659075,127857990695807_695958227219111,,"I am very interested, applied earlier and I hope that I'm accepted 😎",2016-10-31 09:42:15,0
695958227219111_719487114866222,127857990695807_695958227219111,,I am interested... What is the process?,2016-11-02 09:25:11,1
695958227219111_719581994856734,127857990695807_695958227219111,695958227219111_719487114866222,It begins here: https://www.mysteriouspackage.com [[SHARE]],2016-11-02 12:11:14,1
695958227219111_719587544856179,127857990695807_695958227219111,,Logan Hagan,2016-11-02 12:17:04,1
695958227219111_719587561522844,127857990695807_695958227219111,695958227219111_719587544856179,Logan Hagan,2016-11-02 12:17:10,0
695958227219111_721196834695250,127857990695807_695958227219111,,Hannah Delcambre,2016-11-05 10:21:20,0
695958227219111_721672797980987,127857990695807_695958227219111,,Vera Tea up for it? 😏,2016-11-06 08:19:20,0
695958227219111_723523621129238,127857990695807_695958227219111,,Callie Aldrich Jaclyn Wolski have you heard of this?!?!,2016-11-09 16:45:24,1
695958227219111_724086364406297,127857990695807_695958227219111,,Garrett Bellamy 😉,2016-11-10 16:52:27,1
695958227219111_725576584257275,127857990695807_695958227219111,,Carrie Warren yes!,2016-11-13 11:19:14,0
695958227219111_726295937518673,127857990695807_695958227219111,,As am I 😜⚜️,2016-11-14 21:45:22,0
695958227219111_726892644125669,127857990695807_695958227219111,,Josh Bonita Justin,2016-11-16 00:13:58,0
695958227219111_727243370757263,127857990695807_695958227219111,,Georgie Pritchard So I really want to do this lol. If only you lived closer so we could do it together,2016-11-16 17:28:25,0
695958227219111_727243820757218,127857990695807_695958227219111,695958227219111_727243370757263,I want an uncooperative wooden crate!!,2016-11-16 17:30:10,1
695958227219111_728793773935556,127857990695807_695958227219111,,"Oskar Hejll nått för dej?
Blev lite sugen själv ;)",2016-11-19 14:18:17,1
695958227219111_729154517232815,127857990695807_695958227219111,695958227219111_728793773935556,Jag kan leka samma lek med mig själv. Har skrämmande många historier med bortglömda lådor i mitt HQ.,2016-11-20 05:45:05,1
695958227219111_729419317206335,127857990695807_695958227219111,695958227219111_728793773935556,Oskar Hejll Haha 😂😂,2016-11-20 12:54:18,0
695958227219111_732934653521468,127857990695807_695958227219111,,Rachel Lessing,2016-11-26 13:16:25,0
695958227219111_734284310053169,127857990695807_695958227219111,,Elizabeth Grace King,2016-11-28 19:11:14,0
695958227219111_741901829291417,127857990695807_695958227219111,,Nicholas Sweat,2016-12-10 20:43:12,1
695958227219111_743658632449070,127857990695807_695958227219111,,Rafael Hernandez,2016-12-13 16:42:05,0
695958227219111_743926702422263,127857990695807_695958227219111,,Devin Gross,2016-12-14 06:21:54,1
695958227219111_744320112382922,127857990695807_695958227219111,,Shaun Navarrette,2016-12-14 23:02:37,0
695958227219111_749118258569774,127857990695807_695958227219111,,Maggie Rosengren would u like this?,2016-12-23 20:51:18,0
695958227219111_754918311323102,127857990695807_695958227219111,,Ashlyn Evans,2017-01-03 15:39:42,0
695958227219111_760795924068674,127857990695807_695958227219111,,Chesna Henderson we have to do this,2017-01-14 20:51:14,0
695958227219111_778324808982452,127857990695807_695958227219111,,Abby Doge,2017-02-13 19:21:05,1
695958227219111_816435331838066,127857990695807_695958227219111,,Tegan Whitley Rose Shelton could this be it?,2017-04-22 00:38:54,0
695958227219111_816442758503990,127857990695807_695958227219111,695958227219111_816435331838066,Could be!,2017-04-22 01:01:02,1
695958227219111_843739949107604,127857990695807_695958227219111,,David Eaton,2017-06-12 08:45:58,0
695958227219111_866267196854879,127857990695807_695958227219111,,what is the article called ? someone please tell me,2017-07-20 00:35:01,0
695958227219111_866267300188202,127857990695807_695958227219111,,or the object the amulate what is it called,2017-07-20 00:35:20,0
695772120571055_696031373878463,127857990695807_695772120571055,,Nur Akhand,2016-09-22 16:27:09,0
695772120571055_696084263873174,127857990695807_695772120571055,,Hi great nephew how are you,2016-09-22 19:56:05,0
695772120571055_696258533855747,127857990695807_695772120571055,,Time to back!,2016-09-23 05:57:40,0
694107170737550_694711067343827,127857990695807_694107170737550,,"My best friend and her boyfriend would LOVE this! I wasn't sure at first, but I knew they'd like it the minute someone compared it to living in an H.P. Lovecraft book. I need to discover her mailing address somehow...",2016-09-20 07:18:06,0
694107170737550_695541487260785,127857990695807_694107170737550,694107170737550_694711067343827,"if you know where she lives you can ""walk"" there on google street view. you can google her, most people's addresses are public. or just tell her you need it to send her something and send her something little, then wait a few weeks and start this.",2016-09-21 20:40:07,1
694107170737550_695718000576467,127857990695807_694107170737550,694107170737550_694711067343827,"I don't know where she lives, but that third idea of yours is perfect! I just need that decoy gift now. :D",2016-09-22 05:51:17,0
694107170737550_695869533894647,127857990695807_694107170737550,,"I'd love so much to experience your creations, and to ""surprise"" others with them... But they are EXPENSIVE for not even knowing exactly what you're getting for it... 😕",2016-09-22 10:50:06,3
694107170737550_695942863887314,127857990695807_694107170737550,694107170737550_695869533894647,You do know exactly what you're getting. You need only click the 'Spoiler' button which has everything visible.,2016-09-22 13:12:03,2
694107170737550_695943017220632,127857990695807_694107170737550,694107170737550_695869533894647,"Ah... I see. 

Maybe in the future then.",2016-09-22 13:12:55,1
694107170737550_721492851332315,127857990695807_694107170737550,694107170737550_695869533894647,Well that was a big spoiler in its self ugh,2016-11-06 00:03:52,0
694107170737550_741901949291405,127857990695807_694107170737550,,Nicholas Sweat,2016-12-10 20:43:42,0
694107170737550_742579772556956,127857990695807_694107170737550,694107170737550_741901949291405,ooo,2016-12-11 19:56:30,0
693907184090882_693927027422231,127857990695807_693907184090882,,We received our first letter. Don't understand it yet but we are so intrigued! This is so much fun!,2016-09-18 16:04:11,13
693907184090882_693940207420913,127857990695807_693907184090882,,Creepy Cool,2016-09-18 16:53:51,1
693907184090882_693953604086240,127857990695807_693907184090882,,Awesome,2016-09-18 17:37:53,0
693907184090882_693955830752684,127857990695807_693907184090882,,Um...  Is the hair clean? No lice,2016-09-18 17:46:29,3
693907184090882_693956867419247,127857990695807_693907184090882,693907184090882_693955830752684,lol it's not on a human head so idk what the lice would eat,2016-09-18 17:50:55,4
693907184090882_693958410752426,127857990695807_693907184090882,693907184090882_693955830752684,Dylan: What?? Did someone insinuate it may be real human hair attached to a real human head? Who told you this??? ... there must be a mole in the facility. Great! Now we'll have to cut the hair off the head before shipping...,2016-09-18 17:56:17,95
693907184090882_693972790750988,127857990695807_693907184090882,693907184090882_693955830752684,The Mysterious Package Company: brilliant response,2016-09-18 18:45:27,22
693907184090882_693986760749591,127857990695807_693907184090882,693907184090882_693955830752684,"What,  you mean I was not suppose to receive the head with the hair?  I need to return my package now...  Do you want it as is or how?",2016-09-18 19:29:55,16
693907184090882_693976404083960,127857990695807_693907184090882,,"Mmm, hair.",2016-09-18 18:54:52,0
693907184090882_693983860749881,127857990695807_693907184090882,,"Grey, I know i'm very ignorant, but what is this all about? Never heard of it before, but sounds interesting!! Love you to pieces!!",2016-09-18 19:17:18,2
693907184090882_693987167416217,127857990695807_693907184090882,,"I am so excited about this new story!  I can hardly wait for it to go ""live"".",2016-09-18 19:31:31,0
693907184090882_693993064082294,127857990695807_693907184090882,,The key must be mine.,2016-09-18 19:36:03,0
693907184090882_694004187414515,127857990695807_693907184090882,,So glad I'm a member. I must send this to my wife,2016-09-18 20:24:34,1
693907184090882_694017914079809,127857990695807_693907184090882,,Do I eat it?,2016-09-18 21:19:38,2
693907184090882_694243610723906,127857990695807_693907184090882,693907184090882_694017914079809,No. Only Ted Cruz eats human hair.https://www.youtube.com/watch?v=v75wCTMZoSY [[VIDEO_SHARE_YOUTUBE]],2016-09-19 08:36:13,1
693907184090882_694022640746003,127857990695807_693907184090882,,Gross lol,2016-09-18 21:44:04,0
693907184090882_694037124077888,127857990695807_693907184090882,,Recognize that human hair is used in conjuring spells.Recognize that the receiver of this package does not know the source of the hair. Was the donor living or dead?,2016-09-18 22:50:29,7
693907184090882_694081730740094,127857990695807_693907184090882,693907184090882_694037124077888,"Living, they harvested it from their interns",2016-09-19 01:30:42,6
693907184090882_694081850740082,127857990695807_693907184090882,693907184090882_694037124077888,Brandon knows what's up.,2016-09-19 01:31:29,16
693907184090882_694081894073411,127857990695807_693907184090882,693907184090882_694037124077888,The Mysterious Package Company I know more than you'd imagine ;),2016-09-19 01:31:53,1
693907184090882_694105927404341,127857990695807_693907184090882,693907184090882_694037124077888,Spells xd,2016-09-19 02:47:02,0
693907184090882_694221950726072,127857990695807_693907184090882,693907184090882_694037124077888,Who said the interns were still alive?,2016-09-19 07:31:40,9
693907184090882_694276684053932,127857990695807_693907184090882,693907184090882_694037124077888,Andrew Andrew Andrew... why plant hair trees if you intend to kill them?,2016-09-19 10:00:50,20
693907184090882_694277144053886,127857990695807_693907184090882,693907184090882_694037124077888,The Mysterious Package Company Because an undead work force rarely complains or needs breaks. Smells awful but gotta get the balance right.,2016-09-19 10:01:43,13
693907184090882_698865040261763,127857990695807_693907184090882,693907184090882_694037124077888,Geez its probably just hair extensions you can get at a salon lol,2016-09-28 06:40:08,0
693907184090882_694053124076288,127857990695807_693907184090882,,"A key, you say?",2016-09-19 00:06:09,0
693907184090882_694055860742681,127857990695807_693907184090882,,Jenn Koscielniak Anna Koscielniak Thiel I wanted to surprise you with this .. Maybe I still will.. Looks kind of coolio,2016-09-19 00:22:03,1
693907184090882_694109040737363,127857990695807_693907184090882,,Whats all this and how do i play?,2016-09-19 03:02:59,1
693907184090882_694152207399713,127857990695807_693907184090882,693907184090882_694109040737363,"You've gotta get yourself outta bed, dust yourself off, and get yourself to Kickstarter, man... before it's too late!!! ... I hope you read that in the ""Best friend motivating down-on-their-luck 80s movie character to get out and achieve the goal of the plot: a guy/a girl/become head cheerleader/get the most important touchdown/the college exam completed and passed or the football field gets sold to nerds/win the fraternity competition by getting more beer points than anyone else or the physics department gets sold to jocks/stand up to big bully/wasted.""",2016-09-19 05:26:05,9
693907184090882_694253347389599,127857990695807_693907184090882,,Jessica Raley,2016-09-19 09:06:38,1
693907184090882_694264204055180,127857990695807_693907184090882,,I'm waiting for the next package that'll come with nail clippings.,2016-09-19 09:29:35,0
693907184090882_694278797387054,127857990695807_693907184090882,,Jon Fisher Marshall Hartness maybe we should all do this,2016-09-19 10:06:59,0
693907184090882_694305777384356,127857990695807_693907184090882,,"Leigha Jewelle, their next story is happening soon",2016-09-19 11:03:19,0
693907184090882_694391757375758,127857990695807_693907184090882,693907184090882_694305777384356,Ugh why can't we be not broke,2016-09-19 14:18:34,1
693907184090882_694368894044711,127857990695807_693907184090882,,"Love you, Curator....",2016-09-19 13:14:35,1
693907184090882_694376174043983,127857990695807_693907184090882,,Uh....gross.,2016-09-19 13:48:18,1
693907184090882_694427317372202,127857990695807_693907184090882,693907184090882_694376174043983,Srsly.,2016-09-19 15:39:46,2
693907184090882_694437304037870,127857990695807_693907184090882,,Jess Mitchell,2016-09-19 16:14:32,1
693904930757774_693936940754573,127857990695807_693904930757774,,https://en.m.wikipedia.org/wiki/Crosley_Broadcasting_Corporation [[SHARE]],2016-09-18 16:42:51,0
693904930757774_693949560753311,127857990695807_693904930757774,,That is absolutely hysterical!  Love mysterious package company and haven't even received my fort mysterious packagr,2016-09-18 17:23:32,3
693904930757774_694018334079767,127857990695807_693904930757774,,[[PHOTO]],2016-09-18 21:21:08,5
693904930757774_694028814078719,127857990695807_693904930757774,,Hmmmmm,2016-09-18 22:07:57,0
693904930757774_694598604021740,127857990695807_693904930757774,,"""Keep Calm, Carry On and Flowbee ..."" [[PHOTO]]",2016-09-20 01:10:09,2
693904930757774_844780962336836,127857990695807_693904930757774,,🤔,2017-06-14 06:26:08,0
689145601233707_693290714152529,127857990695807_689145601233707,,Danielle Mills Charissa Mcdonnell such a neat idea,2016-09-17 12:01:52,1
692753910872876_692807297534204,127857990695807_692753910872876,,Dude i will send someone some hair for way cheaper,2016-09-16 13:01:59,7
692753910872876_692813150866952,127857990695807_692753910872876,692753910872876_692807297534204,To say!,2016-09-16 13:23:54,17
692753910872876_692813184200282,127857990695807_692753910872876,692753910872876_692807297534204,Yep,2016-09-16 13:24:05,0
692753910872876_692807367534197,127857990695807_692753910872876,,I have fairly good hair too,2016-09-16 13:02:11,9
692753910872876_692808687534065,127857990695807_692753910872876,692753910872876_692807367534197,Lol,2016-09-16 13:08:06,0
692753910872876_692813040866963,127857990695807_692753910872876,692753910872876_692807367534197,Have,2016-09-16 13:23:40,14
692753910872876_692807437534190,127857990695807_692753910872876,,I think i even have an old key like that,2016-09-16 13:02:32,5
692753910872876_692813060866961,127857990695807_692753910872876,692753910872876_692807437534190,A lot,2016-09-16 13:23:46,16
692753910872876_692809267534007,127857990695807_692753910872876,,Im sure i could put together a very strange package.,2016-09-16 13:10:09,7
692753910872876_692813014200299,127857990695807_692753910872876,692753910872876_692809267534007,Sure,2016-09-16 13:23:35,19
692753910872876_692811537533780,127857990695807_692753910872876,,Man i might be able to get a skull.,2016-09-16 13:18:45,4
692753910872876_692812990866968,127857990695807_692753910872876,692753910872876_692811537533780,You,2016-09-16 13:23:27,17
692753910872876_692813047533629,127857990695807_692753910872876,692753910872876_692811537533780,It is possible,2016-09-16 13:23:42,1
692753910872876_692813640866903,127857990695807_692753910872876,,"Beth, do you think Colt would be intriguied by something like this? 😉",2016-09-16 13:26:24,1
692753910872876_692826107532323,127857990695807_692753910872876,692753910872876_692813640866903,Maybe...I would lol,2016-09-16 14:06:27,1
692753910872876_692840414197559,127857990695807_692753910872876,692753910872876_692813640866903,I was thinking he would have to read.,2016-09-16 14:52:34,1
692753910872876_692836797531254,127857990695807_692753910872876,,"Can't wait to receive my first Curios and Conundrums, and to share The Weeping Book with my daughter.",2016-09-16 14:39:00,5
692753910872876_692870117527922,127857990695807_692753910872876,692753910872876_692836797531254,The Weeping Book is awesome :-),2016-09-16 15:59:35,1
692753910872876_692840980864169,127857990695807_692753910872876,,"Lol, I'm curious was scrambling the ""You sure have alot to say"" on purpose? Or did it just happen that way?",2016-09-16 14:55:47,27
692753910872876_692875837527350,127857990695807_692753910872876,692753910872876_692840980864169,"On purpose, likely.",2016-09-16 16:23:21,2
692753910872876_692881034193497,127857990695807_692753910872876,692753910872876_692840980864169,You never know with those guys.,2016-09-16 16:48:32,1
692753910872876_692911420857125,127857990695807_692753910872876,692753910872876_692840980864169,"You're a smart one; I was trying to figure out that respond system after reading the comments. 😂 Pro, word pro.",2016-09-16 19:00:25,1
692753910872876_692990050849262,127857990695807_692753910872876,692753910872876_692840980864169,"At the time, they were in chronological order... Or they weren't. If scrambling makes me as cool as my mom says I am, let's go with that.",2016-09-16 21:34:12,17
692753910872876_692990614182539,127857990695807_692753910872876,692753910872876_692840980864169,"No I get it, Facebook randomly scrambles post order at times.",2016-09-16 21:36:14,0
692753910872876_693298124151788,127857990695807_692753910872876,692753910872876_692840980864169,Noticed have I that the case is such.  :),2016-09-17 12:27:53,0
692753910872876_692870737527860,127857990695807_692753910872876,,"Oh wow!!! DeAndra Marie Graham, look!!",2016-09-16 16:02:10,1
692753910872876_692878437527090,127857990695807_692753910872876,,Stephen Drop,2016-09-16 16:34:34,0
